deviceID,sessionEnd,durationMinutes
2676fa312abe4f8e8c28ab52aae3a920,2022-02-18 20:24:58.042409,5.46837015115716
b12db36113e448119e672c79f151fdfd,2022-02-18 19:44:06.893630,15.766857310525666
a45bb307a66c40c29dabdfa74d708fc9,2022-02-18 20:34:09.759715,52.877034520211055
726e8567281642a99d6201e2a5d5a047,2022-02-18 20:22:34.084159,10.465253290657984
592c83f658bd42a289218827dc5cfada,2022-02-18 20:40:12.101587,4.660509594963742
2a003d05a89543e09cb45f5ddedfe235,2022-02-18 15:28:50.175996,99.18710979346702
b5f059ab14ba48df91c402d5026e4ce8,2022-02-18 20:28:21.704370,18.987935512220474
790680b3615349d9a7f4373999579779,2022-02-18 20:56:30.565170,167.0012023783081
298c1dc24c0c4821b25f226f8634086f,2022-02-18 20:37:09.781986,5.9433595625810085
e723629869a449fb8fcc42f2941ef91e,2022-02-18 20:33:48.037830,1.5742748183215554
6506c1ea77144530ae5204d0bf6b0314,2022-02-18 04:36:30.720231,1.0032568842007663
cb789f2edb5c48ffadbbc2b3d850050f,2022-02-18 20:31:18.127512,3.030758219456402
8885f1ba6dce4758a40426e8a232cdfd,2022-02-18 15:51:22.336324,141.60859024255308
d3273e55b0164123a2872c836c18fe71,2022-02-18 21:38:37.637685,20.34271479917561
280c6703e0024567941a813f92bef5a4,2022-02-18 20:30:29.754722,1.394034376905438
2495ecd592d8438e888e032c61179611,2022-02-18 20:21:27.349185,4.360193028193862
df290e0e3f4c4e739f09a4b21b459039,2022-02-18 15:57:28.035925,9.961434387109307
62a4d577a5c540cc8aa7a63cb596597d,2022-02-18 07:47:35.993448,0.819340629167641
ae11dd9317cf4a52b2cb30b09544000b,2022-02-18 01:25:28.690059,3.523931286208679
772d187eca69405f8d7c7726698a0592,2022-02-18 19:30:54.499467,30.398255810227965
b242ad8f67fa44af8da0ff1f9ea5115d,2022-02-18 10:37:20.000784,33.89534366016892
5d48aced62f74cf5a5a19549d044c23b,2022-02-18 08:55:42.234303,55.45020118156725
baa64e70be694693a0d7af7e631bb107,2022-02-18 20:30:16.883918,0.26948560139044275
3a89b758c22449f4a732588668d3f451,2022-02-18 15:00:25.280048,255.80131399203913
d1de9a0065b14a0ba9c3791dc9a14e9c,2022-02-18 03:54:36.717409,0.7240336876739377
b6f9578ae9d7456e8edd69693d375d78,2022-02-18 16:23:34.323580,25.35429809308971
3b537e6705fd49ea85e7310893b41920,2022-02-18 18:36:47.462156,5.794203187947232
96e689dbdd4542fd8d4ae388a459184a,2022-02-18 01:33:04.570390,7.890722921000034
d16bdb91e6e141218cbe94beea342310,2022-02-18 08:42:47.138880,80.70318747638248
3d7f8800a9204d98ab856bae318c3281,2022-02-18 00:35:25.628679,3.015073525839661
aad238101b93468299fb93536edf7450,2022-02-18 20:23:39.019070,21.44501620994538
0ab4e9c29d9242b4b6ba99542c20b25f,2022-02-18 20:34:31.514239,39.02978750156126
8d5c217cd56d4a5d8826c0b5b4b2e8ee,2022-02-18 06:18:35.496349,11.042802577070177
50237babeb7f461c8f2f65e462817e64,2022-02-18 20:53:57.781951,62.47778517972915
bfeac9d89f5c46fdb7842a31293e32f4,2022-02-18 16:07:13.072109,536.5019966935365
790386c41ca6469bbb9e87ee17acd871,2022-02-18 20:26:52.679226,3.5977414840888287
15a418dec0a74ba18502f54f2a0cefd8,2022-02-18 16:01:58.910467,72.63964593480853
714b7f1a895b488496a7c1f6e05328d8,2022-02-18 22:59:34.580848,333.7094170176988
